"duplicate_group","sha256","member_count","member_index","path","filename","file_extension","file_size_bytes","year","problem_code","recorded_at"
"DG00037","E6F9D6E07F1AEA5C9C627C0FBF3968729775FC0F6EB94C49AB3BDE7902E90333","3","2","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件3的解决/dis.m","dis.m",".m","443","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00037","E6F9D6E07F1AEA5C9C627C0FBF3968729775FC0F6EB94C49AB3BDE7902E90333","3","3","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件4的解决/dis.m","dis.m",".m","443","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00038","616C161EAFD4B69D6CC923D34B7253EBF6B7D9BD36ED86A93EC8E6413BED94DE","3","1","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题三附件5的解决/dropPool.m","dropPool.m",".m","539","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00038","616C161EAFD4B69D6CC923D34B7253EBF6B7D9BD36ED86A93EC8E6413BED94DE","3","2","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件3的解决/dropPool.m","dropPool.m",".m","539","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00038","616C161EAFD4B69D6CC923D34B7253EBF6B7D9BD36ED86A93EC8E6413BED94DE","3","3","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件4的解决/dropPool.m","dropPool.m",".m","539","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00039","F6094E5830B46DE2FD32A921398809E3E079E311145E3AB48748EBCD16ABBB3A","3","1","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题三附件5的解决/errorDegree.m","errorDegree.m",".m","1448","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00039","F6094E5830B46DE2FD32A921398809E3E079E311145E3AB48748EBCD16ABBB3A","3","2","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件3的解决/errorDegree.m","errorDegree.m",".m","1448","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00039","F6094E5830B46DE2FD32A921398809E3E079E311145E3AB48748EBCD16ABBB3A","3","3","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件4的解决/errorDegree.m","errorDegree.m",".m","1448","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00040","0B7FCF279F1ED3E8AF265157EA8165780E685D14C34046D7FB2D77D478B702CA","3","1","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题三附件5的解决/RightToLeftMatch.m","RightToLeftMatch.m",".m","3390","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00040","0B7FCF279F1ED3E8AF265157EA8165780E685D14C34046D7FB2D77D478B702CA","3","2","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件3的解决/RightToLeftMatch.m","RightToLeftMatch.m",".m","3390","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00040","0B7FCF279F1ED3E8AF265157EA8165780E685D14C34046D7FB2D77D478B702CA","3","3","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件4的解决/RightToLeftMatch.m","RightToLeftMatch.m",".m","3390","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00041","43D7949CB2728500D7AD9FAC9C11F05C8A46094F71C443157ABACBCC6859E2C4","2","1","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题三附件5的解决/rowSort.m","rowSort.m",".m","1741","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00041","43D7949CB2728500D7AD9FAC9C11F05C8A46094F71C443157ABACBCC6859E2C4","2","2","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件4的解决/rowSort.m","rowSort.m",".m","1741","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00042","7D80D0C41BAB94268C863459246916793A313346BF8FE0F3EDDD9F2D89894A45","3","1","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题三附件5的解决/shredPlot.m","shredPlot.m",".m","613","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00042","7D80D0C41BAB94268C863459246916793A313346BF8FE0F3EDDD9F2D89894A45","3","2","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件3的解决/shredPlot.m","shredPlot.m",".m","613","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00042","7D80D0C41BAB94268C863459246916793A313346BF8FE0F3EDDD9F2D89894A45","3","3","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件4的解决/shredPlot.m","shredPlot.m",".m","613","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00043","F4A5F7E135D21C6CEA7AE44F3E658C001CC4308D01DC0129C59455EB07679420","2","1","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题三附件5的解决/test.m","test.m",".m","847","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00043","F4A5F7E135D21C6CEA7AE44F3E658C001CC4308D01DC0129C59455EB07679420","2","2","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件4的解决/test.m","test.m",".m","847","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00044","A88B28C5F016DFBC859C67AF3248E96AD606B78C85621978E9B9CB735D0A236E","2","1","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件3的解决/match.m","match.m",".m","1109","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00044","A88B28C5F016DFBC859C67AF3248E96AD606B78C85621978E9B9CB735D0A236E","2","2","2013年数学建模国赛真题+优秀论文/2013B：碎纸片的拼接复原 (3)/源程序代码/问题二附件4的解决/match.m","match.m",".m","1109","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00045","920B0F5D9EE0530AED8E5128E012F40F79FDB49BFC7C36C750818B648831C28B","2","1","2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/baihuamoxing.m","baihuamoxing.m",".m","477","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00045","920B0F5D9EE0530AED8E5128E012F40F79FDB49BFC7C36C750818B648831C28B","2","2","2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/baihuamoxing2.m","baihuamoxing2.m",".m","477","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00046","B1B644894B2701987ED7855AA3DEE1672755D5FCD8553CA9CEE4AFDACB2F65AA","2","1","2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/fangchengnihe1.asv","fangchengnihe1.asv",".asv","2491","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00046","B1B644894B2701987ED7855AA3DEE1672755D5FCD8553CA9CEE4AFDACB2F65AA","2","2","2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/fangchengnihe1.m","fangchengnihe1.m",".m","2491","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00047","D7320B764EE97AC1061E9A23557E2548CCB66E02C989C3C4B609C9B80B286EF2","2","1","2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/ff2.asv","ff2.asv",".asv","119","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00047","D7320B764EE97AC1061E9A23557E2548CCB66E02C989C3C4B609C9B80B286EF2","2","2","2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/ff2.m","ff2.m",".m","119","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00048","8E91C1FD5BF92F7CFBFE09081410208D110481B809D139253D3A0FA370D863E2","2","1","2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/pingmiannihe.asv","pingmiannihe.asv",".asv","13138","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00048","8E91C1FD5BF92F7CFBFE09081410208D110481B809D139253D3A0FA370D863E2","2","2","2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/pingmiannihe.m","pingmiannihe.m",".m","13138","2013","unknown","2026-08-17T19:01:53+08:00"
"DG00049","C113D66B4F76B8DF2659329570FE36DC3612EA80959FE093B8FC35887964EE3F","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014A：嫦娥三号软着陆轨道设计与控制策略 (3)/附件3 距2400m处的数字高程图.tif","附件3 距2400m处的数字高程图.tif",".tif","12432744","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00049","C113D66B4F76B8DF2659329570FE36DC3612EA80959FE093B8FC35887964EE3F","2","2","2014年数学建模国赛真题+优秀论文/2014年赛题/2014年国赛A题附件 (3).tif","2014年国赛A题附件 (3).tif",".tif","12432744","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00050","DF8427DFAE55EEA185B8750569167C8017B9AED2868C07C9BFD8C3AEAE39C7F8","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014A：嫦娥三号软着陆轨道设计与控制策略 (3)/附件4 距月面100m处的数字高程图.tif","附件4 距月面100m处的数字高程图.tif",".tif","1021808","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00050","DF8427DFAE55EEA185B8750569167C8017B9AED2868C07C9BFD8C3AEAE39C7F8","2","2","2014年数学建模国赛真题+优秀论文/2014年赛题/2014年国赛A题附件 (4).tif","2014年国赛A题附件 (4).tif",".tif","1021808","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00051","00C19AE5617480B51E3386FB7ED59EBA6611C565B629E188DB6FAD88E47BCB6B","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/confun.m","confun.m",".m","366","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00051","00C19AE5617480B51E3386FB7ED59EBA6611C565B629E188DB6FAD88E47BCB6B","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/confun.m","confun.m",".m","366","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00052","9340A4E9540D576F2E4C4E07AE7F1ECE486B738E8E5D85C6B7D7D9D91AA6A78C","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/objfun.m","objfun.m",".m","187","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00052","9340A4E9540D576F2E4C4E07AE7F1ECE486B738E8E5D85C6B7D7D9D91AA6A78C","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/objfun.m","objfun.m",".m","187","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00053","D9FFC1EFFC70BFACDBB9B741215EEC0032F75B47858AA84CF8D801CC64204781","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w1-1-1.jpg","w1-1-1.jpg",".jpg","39648","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00053","D9FFC1EFFC70BFACDBB9B741215EEC0032F75B47858AA84CF8D801CC64204781","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w1-1-1.jpg","w1-1-1.jpg",".jpg","39648","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00054","5A2B71DC9829B3E0FA2FE135126A30D28A1C90FE71C1E5EDC211FCAFF391E872","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w1-1.jpg","w1-1.jpg",".jpg","47270","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00054","5A2B71DC9829B3E0FA2FE135126A30D28A1C90FE71C1E5EDC211FCAFF391E872","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w1-1.jpg","w1-1.jpg",".jpg","47270","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00055","9B198263082EBE8AB025E58F11A09BC89DFF52143C9EF55DD473FF7E90FFF2EC","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w1_1.m","w1_1.m",".m","855","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00055","9B198263082EBE8AB025E58F11A09BC89DFF52143C9EF55DD473FF7E90FFF2EC","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w1_1.m","w1_1.m",".m","855","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00056","A18DB8218086EDCD1790C06676E78AACD72F46AAF2509062E1A30907DBF4BB14","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w1_2.jpg","w1_2.jpg",".jpg","203702","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00056","A18DB8218086EDCD1790C06676E78AACD72F46AAF2509062E1A30907DBF4BB14","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w1_2.jpg","w1_2.jpg",".jpg","203702","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00057","294BF637249005A132CB030829E0702B637B8F9E03FB336B9A18AAE2505A8688","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w1_2.m","w1_2.m",".m","1473","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00057","294BF637249005A132CB030829E0702B637B8F9E03FB336B9A18AAE2505A8688","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w1_2.m","w1_2.m",".m","1473","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00058","0C5319D2A42F3C43456CE3BEAC6F3EFEF403801BC2C11DA273DC49B34D25E82A","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w2.jpg","w2.jpg",".jpg","41896","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00058","0C5319D2A42F3C43456CE3BEAC6F3EFEF403801BC2C11DA273DC49B34D25E82A","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w2.jpg","w2.jpg",".jpg","41896","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00059","FF30425BF6852AB2993C7E0282534AEEC9D2447572A6D7465B578F514B74EFC0","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w2_1.m","w2_1.m",".m","194","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00059","FF30425BF6852AB2993C7E0282534AEEC9D2447572A6D7465B578F514B74EFC0","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w2_1.m","w2_1.m",".m","194","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00060","BB196DBED3173EEBAA4E7B2903D2FD7310C33698EE7ECB6168B08DA976E7CA49","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w2_2.m","w2_2.m",".m","1677","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00060","BB196DBED3173EEBAA4E7B2903D2FD7310C33698EE7ECB6168B08DA976E7CA49","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w2_2.m","w2_2.m",".m","1677","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00061","9DE75648923D274A6893FC76F9E142952D81171FB5ECFE7812DEC1625E7200BA","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_1.jpg","w3_1.jpg",".jpg","273577","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00061","9DE75648923D274A6893FC76F9E142952D81171FB5ECFE7812DEC1625E7200BA","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_1.jpg","w3_1.jpg",".jpg","273577","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00062","78CF96A58AA4A7B59A654395F33609B0B26F2D30B5AB911DA881E066B6321029","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_1.m","w3_1.m",".m","1642","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00062","78CF96A58AA4A7B59A654395F33609B0B26F2D30B5AB911DA881E066B6321029","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_1.m","w3_1.m",".m","1642","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00063","C32A0BF31CB82A1227C99CEE23CD862D16B4BFC8FCE3931B7AC936B4CB9998A0","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_2.jpg","w3_2.jpg",".jpg","247251","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00063","C32A0BF31CB82A1227C99CEE23CD862D16B4BFC8FCE3931B7AC936B4CB9998A0","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_2.jpg","w3_2.jpg",".jpg","247251","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00064","016E4B70694C2AD90E20D2D39734CC444EC59C7799CBB3B13F3A2C9CD2CED84E","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_2.m","w3_2.m",".m","1614","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00064","016E4B70694C2AD90E20D2D39734CC444EC59C7799CBB3B13F3A2C9CD2CED84E","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_2.m","w3_2.m",".m","1614","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00065","A1DCDA4DF3E4BDD254D1DABE09E1962744E055B551D41549EB7244AB93E09129","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_3.jpg","w3_3.jpg",".jpg","193507","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00065","A1DCDA4DF3E4BDD254D1DABE09E1962744E055B551D41549EB7244AB93E09129","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_3.jpg","w3_3.jpg",".jpg","193507","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00066","BA344F0F491A5BAAA68487228ADD27AB82D90C4C3CCFA7A1F44D60D5D46F9E23","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_3.m","w3_3.m",".m","868","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00066","BA344F0F491A5BAAA68487228ADD27AB82D90C4C3CCFA7A1F44D60D5D46F9E23","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_3.m","w3_3.m",".m","868","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00067","EA71886F74FB6506E5C9A833A9E3CEE9693326BADE862EDF642214D69DFE9402","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_4.jpg","w3_4.jpg",".jpg","170433","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00067","EA71886F74FB6506E5C9A833A9E3CEE9693326BADE862EDF642214D69DFE9402","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_4.jpg","w3_4.jpg",".jpg","170433","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00068","031C47AF6F1C36DD7C5876644D229271D9D60165602583E17F38D1EC746B3A92","2","1","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/附录.doc","附录.doc",".doc","76800","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00068","031C47AF6F1C36DD7C5876644D229271D9D60165602583E17F38D1EC746B3A92","2","2","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/附录.doc","附录.doc",".doc","76800","2014","unknown","2026-08-17T19:01:53+08:00"
"DG00069","37BBB3B3E64C874526EB7400EEEF7DB836CEAD5D023462969136952A97EEF7CB","2","1","2021年数学建模国赛真题+优秀论文/2021年国赛赛题/2021年国赛D题附件 (1).xlsx","2021年国赛D题附件 (1).xlsx",".xlsx","9195442","2021","unknown","2026-08-17T19:01:53+08:00"
"DG00069","37BBB3B3E64C874526EB7400EEEF7DB836CEAD5D023462969136952A97EEF7CB","2","2","2021年数学建模国赛真题+优秀论文/2021年国赛赛题/附件1.xlsx","附件1.xlsx",".xlsx","9195442","2021","unknown","2026-08-17T19:01:53+08:00"
"DG00070","625368A59D051A2023D93A3776E6467EDFA6A8A0A4339908AFDF95739224612E","2","1","2021年数学建模国赛真题+优秀论文/2021年国赛赛题/2021年国赛D题附件 (2).xlsx","2021年国赛D题附件 (2).xlsx",".xlsx","15610996","2021","unknown","2026-08-17T19:01:53+08:00"
"DG00070","625368A59D051A2023D93A3776E6467EDFA6A8A0A4339908AFDF95739224612E","2","2","2021年数学建模国赛真题+优秀论文/2021年国赛赛题/附件2.xlsx","附件2.xlsx",".xlsx","15610996","2021","unknown","2026-08-17T19:01:53+08:00"
"DG00071","3D5C6A1CBBC679A63BA22C8971376E2E6B2275C533A16C4AE353725EFD013ADA","2","1","2021年数学建模国赛真题+优秀论文/2021年国赛赛题/2021年国赛D题附件 (3).xlsx","2021年国赛D题附件 (3).xlsx",".xlsx","13464909","2021","unknown","2026-08-17T19:01:53+08:00"
"DG00071","3D5C6A1CBBC679A63BA22C8971376E2E6B2275C533A16C4AE353725EFD013ADA","2","2","2021年数学建模国赛真题+优秀论文/2021年国赛赛题/附件3.xlsx","附件3.xlsx",".xlsx","13464909","2021","unknown","2026-08-17T19:01:53+08:00"
"DG00072","8A4CB22F72FDDEC5492877186EE8F9EBACF3674F1A69F280CE941E570CEE4731","2","1","2021年数学建模国赛真题+优秀论文/2021年国赛赛题/2021年国赛D题附件 (4).xlsx","2021年国赛D题附件 (4).xlsx",".xlsx","13314618","2021","unknown","2026-08-17T19:01:53+08:00"
"DG00072","8A4CB22F72FDDEC5492877186EE8F9EBACF3674F1A69F280CE941E570CEE4731","2","2","2021年数学建模国赛真题+优秀论文/2021年国赛赛题/附件4.xlsx","附件4.xlsx",".xlsx","13314618","2021","unknown","2026-08-17T19:01:53+08:00"
"DG00073","4F9FBD0CC4E817063616E8202AAB25F02CD68A9B4409FE77B13A9F8F0306CAA1","2","1","2023年数学建模国赛真题+优秀论文/2023赛题/A题/result2.xlsx","result2.xlsx",".xlsx","9113","2023","unknown","2026-08-17T19:01:53+08:00"
"DG00073","4F9FBD0CC4E817063616E8202AAB25F02CD68A9B4409FE77B13A9F8F0306CAA1","2","2","2023年数学建模国赛真题+优秀论文/2023赛题/A题/result3.xlsx","result3.xlsx",".xlsx","9113","2023","unknown","2026-08-17T19:01:53+08:00"
"DG00074","CFA9BD89CA6C3C5976470A658AF577E2C0AC0DA98B488FB8E0FE2FAE9F44D6BC","4","1","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result1-1.xlsx","result1-1.xlsx",".xlsx","35128","2025","unknown","2026-08-17T19:01:53+08:00"
"DG00074","CFA9BD89CA6C3C5976470A658AF577E2C0AC0DA98B488FB8E0FE2FAE9F44D6BC","4","2","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result1-2.xlsx","result1-2.xlsx",".xlsx","35128","2025","unknown","2026-08-17T19:01:53+08:00"
"DG00074","CFA9BD89CA6C3C5976470A658AF577E2C0AC0DA98B488FB8E0FE2FAE9F44D6BC","4","3","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result3-1.xlsx","result3-1.xlsx",".xlsx","35128","2025","unknown","2026-08-17T19:01:53+08:00"
"DG00074","CFA9BD89CA6C3C5976470A658AF577E2C0AC0DA98B488FB8E0FE2FAE9F44D6BC","4","4","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result3-2.xlsx","result3-2.xlsx",".xlsx","35128","2025","unknown","2026-08-17T19:01:53+08:00"
"DG00075","1774973B2936907030051230A9A0A76FB3B1C1FD411CF20EDAD26BD51668F9F0","2","1","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件1/运动者1的跳远视频.mp4","运动者1的跳远视频.mp4",".mp4","1735906","2025","unknown","2026-08-17T19:01:53+08:00"
"DG00075","1774973B2936907030051230A9A0A76FB3B1C1FD411CF20EDAD26BD51668F9F0","2","2","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者3调整后第1次的跳远视频.mp4","运动者3调整后第1次的跳远视频.mp4",".mp4","1735906","2025","unknown","2026-08-17T19:01:53+08:00"
